""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"target_pathogen_5"	"target_pathogen_6"	"target_pathogen_7"	"signature_file"	"complete_signature_file"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"ATP6V0D1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"ATP6V0D1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"IFITM3"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"IFITM3"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"NEK9"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"NEK9"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"GNS"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"GNS"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"ARAP1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"ARAP1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"WDFY3"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"WDFY3"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"FKBP15"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"FKBP15"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"CAMSAP1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"CAMSAP1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"UBR2"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"UBR2"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"TCF7L2"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"TCF7L2"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"STX6"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"STX6"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"SORT1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"SORT1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"DMXL2"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"DMXL2"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"MEGF9"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"MEGF9"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"GRAMD4"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"GRAMD4"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"TAF4"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"TAF4"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"SASH1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"SASH1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"ATP10D"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"ATP10D"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"PLXNC1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"PLXNC1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"IQGAP1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"IQGAP1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"SPTSSA"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"C14orf147"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"ZMYM6"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"ZMYM6"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"SECTM1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"SECTM1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"NCF1"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"NCF1"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"NCF1B"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"NCF1B"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"NCF1C"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"NCF1C"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
""	"20111007-hipciof_gene_corr_21743478"	"2011.10.07"	"hipciof_gene_corr_34"	"peripheral blood mononuclear cell"	"OS9"	"gene expression"	"positively"	"none"	"3"	"Days"	"2008, 2007, 2009"	"Fluarix; Fluvirin"	""	"correlated with HAI response at 28d"	"time of vaccination (first dose)"	"adults (18-50)"	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"14"	"237"	"OS9"	"VO_0000045"	"VO_0000046"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"Influenza B virus (B/Florida/4/2006)"	"Influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"Influenza A virus (A/Wisconsin/67/2005(H3N2))"	"Influenza B virus (B/Malaysia/2506/2004)"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_corr_21743478_237.txt"	"hipciof_gene_corr_complete_21743478_237.txt"
