name	id	definition	comment	broad	exact	related
Tc17 cell	CL_0002128	A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.	This cell type is compatible with the HIPC Lyoplate markers for 'Tc17 CD8+ T cell', but its logical definition includes additional known characteristics of Tc17 T cells.  Found in the CD27-positive, CD28-positive or CD27-negative, CD28-positive fractions with the phenotype CCR4-negative and CCR7-negative (this sentence not part of definition).		Tc17 CD8+ T cell|Tc17 T cell|Tc17 T-cell|Tc17 T lymphocyte|Tc17 T-lymphocyte	
regular atrial cardiac myocyte	CL_0002129	Regular cardiac myocyte of a cardiac atrium.			regular atrial cardiac muscle fiber|atrial cardiac muscle cell|atrial myocyte|regular cardiac muscle cell of atrium	
regular interatrial cardiac myocyte	CL_0002130	A cardiac myocyte of the interatrial region of the heart.				
regular ventricular cardiac myocyte	CL_0002131	Regular cardiac myocyte of a cardiac ventricle.		ventricular cardiac muscle cell	ventricular myocyte|regular cardiac muscle cell of ventricle|regular ventricular cardiac muscle fiber	
stromal cell of ovary	CL_0002132	A stomal cell of the ovary			ovarian stromal cell	
stromal cell of ovarian cortex	CL_0002133	A stromal cell of the ovarian cortex.				
stromal cell of ovarian medulla	CL_0002134	A stromal cell of the ovarian medulla.				
nonkeratinized cell of epidermis	CL_0002135	Epidermal cells that do not contain keratin. Cell type is usually associated with moist epidermal tissues.				
type II cell of adrenal cortex	CL_0002136	A cell in the zona fasciculata that produce glucocorticoids, e.g cortisol.			type II cortical cell of adrenal gland	
type III cell of adrenal cortex	CL_0002137	A cell in the zona reticularis that produce sex hormones.				
endothelial cell of lymphatic vessel	CL_0002138	A endothelial cell of a lymphatic vessel. The border of the oak leaf-shaped endothelial cell of initial lymphatics are joined by specialized buttons. The discontinuous feature of buttons distinguishes them from zippers in collecting lymphatics, but both types of junctions are composed of proteins typical of adherens junctions and tight junctions found in the endothelium of blood vessels. Buttons seal the sides of flaps of the oak leaf-shaped endothelial cell, leaving open the tips of flaps as routes for fluid entry without disassembly and reformation of intercellular junctions.			lymphatic endothelial cell|LEC	
endothelial cell of vascular tree	CL_0002139	An endothelial cell of the vascular tree, which includes blood vessels and lymphatic vessels.	These cells are reportedly CD31-positive, CD34-positive, CD144-positive, TAL1-positive.		vascular endothelial cell	
acinar cell of sebaceous gland	CL_0002140	A sebum secreting cell of the skin that secretes sebum into the hair follicles.		sebocyte		
active chief cell of parathyroid gland	CL_0002141	A parathyroid chief cell that is actively secreting hormone. Have large Golgi complexes with numerous vesicles and small membrane-bound granules; secretory granules are rare, cytoplasmic glycogen sparse, much of the cytoplasm being occupied by flat sacs of granular endoplasmic reticulum in parallel arrays; in normal humans, inactive chief cells outnumber active chief cells in a ratio of 3-5:1				
dark cell of eccrine sweat gland	CL_0002142	A cell pyramidal in shape, with their broad ends facing and forming the greater extent of the lining of the main lumen. Secretes glycoproteins associated with mucus.				
dark chief cell of parathyroid cell	CL_0002143	A chief cell that is smaller than light chief cells and has a smaller and darker nucleus and a finely granular cytoplasm with many granules.				
capillary endothelial cell	CL_0002144	An endothelial cell found in capillaries.				
ciliated columnar cell of tracheobronchial tree	CL_0002145	A ciliated columnar cell found in the trachea and bronchus. Vary from low to tall columnar; possesses up to 300 cilia at its surface, interspersed with long irregular microvilli with the cilia varying in length from about 6um in the trachea to about 4um in the terminal bronchioles; driving force of the ciliary current in the bronchial tree.				
clear cell of eccrine sweat gland	CL_0002146	A sweat producing cell of eccrine sweat glands. Pyramidal in shape, with its base resting on the basal lamina or myoepitheliocytes, and its microvillus-covered apical plasma membrane line up the intercellular canaliculi. Cell is not stained by hematoxylin or eosin.				
clear chief cell of parathyroid cell	CL_0002147	A chief cell of parathyroid glands that does not stain with hematoxylin or eosin. This cell is larger, has a larger nucleus and fewer secretory granules than dark chief cells.				
dental pulp cell	CL_0002148	A cell found within the dental pulp.				
epithelial cell of uterus	CL_0002149	An epithelial cell of the uterus.				
epithelioid macrophage	CL_0002150	Epithelioid macrophage is an activated macrophage that resembles an epithelial cell with finely granular, pale eosinophilic cytoplasm and central, ovoid nucleus (oval or elongate). This cell type is able to merge into one another to form aggregates. The presence of such aggregates may characterize some pathologic conditions, mainly granulomatous inflammation.		epithelioid cell	epitheloid macrophage|epithelioid histocyte	
late promyelocyte	CL_0002151	A promyelocyte that is considerably smaller, with more condensed chromatin, and nucleoli are no longer conspicuous.				
columnar cell of endocervix	CL_0002152	A columnar cell of the cervix uteri.				
corneocyte	CL_0002153	The dead keratin-filled squamous cell of the stratum corneum. This cell type lacks a nucleus.				
early promyelocyte	CL_0002154	A promyelocyte with a nucleus that is indented and contains more marginated heterochromatin compared to its precursor cell (myeloblast); cytoplasm is deeply basophilic and contains numerous mitochondria and meandering cysternae of endoplasmic reticulum; largest of the granulocyte lineages.				
echinocyte	CL_0002155	A crenated erythrocyte with 30+ crenations, bumps or spurs that are the result of damage due to age or disease.			burr cell	
endosteal cell	CL_0002157	A cell type that makes up the highly vascular membrane lining the marrow cavity of long bones.				
external epithelial cell of tympanic membrane	CL_0002158	Epithelial cell found on the external side of the tympanic membrane				
general ecto-epithelial cell	CL_0002159	Epithelial cells derived from general body ectoderm and ectoderm placodes.				
basal external epithelial cell of tympanic membrane	CL_0002160	A cell type found in the basal epithelial layer on the external side of the tympanic membrane. Cell type is flattened with intracellular spaces of variable dimensions.				
superficial external epithelial cell of tympanic membrane	CL_0002161	A cell type found on the superficial layer of the external side of the tympanic membrane. This cell-type lacks a nucleus.				
internal epithelial cell of tympanic membrane	CL_0002162	An extremely flattened cell type found on the inner side of the tympanic membrane. The surface of this cell type carries sparse pleomorphic microvilli that are more common near the junctional zones.				
internal pillar cell of cochlea	CL_0002163	A rod-shpaed cell that forms a single row adjacent to and supporting the inner hair cells.				
external pillar cell of cochlea	CL_0002164	A rod-shaped cell found in 3 or 4 rows that lie adjacent to and support the outer hair cells.				
phalangeal cell	CL_0002165	A supporting cell that is attached to the basement membrane and forms rows that support the hair cells.				
epithelial cell of Malassez	CL_0002166	An epithelial cell that remains from the disintegration of the epithelial root sheath involved in the development of teeth.			epithelial debris of Malassez|epithelial cell rests of Malassez 	
olfactory epithelial cell	CL_0002167	A specialized cell involved in sensory perception of smell.				
border cell of cochlea	CL_0002168	A border cell is a slender columnar cell on the medial portion of the basilar membrane.				
basal cell of olfactory epithelium	CL_0002169	An epithelial cell located on the basal lamina of the olfactory epithelium.		horizontal basal call		
keratinized cell of the oral mucosa	CL_0002170	A keratinized cell located in the hard palate or gingiva.				
globose cell of olfactory epithelium	CL_0002171	A rounded or elliptical epithelial cell, with pale-staining open face nucleus and pale cytoplasm rich in free ribosomes and clusters of centrioles; form a distinct basal zone spaced slightly from the basal surface of the epithelium.			blastema cell of olfactory epithelium	
interdental cell of cochlea	CL_0002172	A long, spindle-shaped supporting cells arranged in parallel rows that secretes components of the tectorial membrane and potassium ions into the endolymph.			interdental cell	
extraglomerular mesangial cell	CL_0002173	A cell that is a specialized type of pericyte providing structural support for the capillary loops of kidney. A flat, elongated cell with extensive fine cytoplasmic processes found outside the kidney glomerulus near the macula densa and bound laterally by afferent and efferent arterioles. Being phagocytic, this cell participates in the continuous turnover of the basal lamina by removing its outer portion containing residues of filtration, while the lamina is renewed on its inner surface by the endothelial cells.			Goormaghtigh cell|polar cushion cells	lacis cell
follicular cell of ovary	CL_0002174	A cell within the follicle of an ovary.				
primary follicular cell of ovary	CL_0002175	A cell within the primary follicle of the ovary.				
secondary follicular cell of ovary	CL_0002176	A cell of a secondary follicile within the ovary.				
folliculostellate cell of pars distalis of adenohypophysis	CL_0002177	A supporting cell of the anterior pituitary gland involved in trophic and catabolic processes; expresses a broad spectrum of cytokeratins indicative of their epithelial nature.			folliculostellate cell of pars anterior of adenohypophysis	
epithelial cell of stomach	CL_0002178	An epithelial cell found in the lining of the stomach.				
foveolar cell of stomach	CL_0002179	An epithelial cell within one of the pits in the embryonic gastric mucosa from which the gastric glands develop .				
mucous cell of stomach	CL_0002180	A mucous cell in the epithelium of the stomach.				
mucus neck cell of gastric gland	CL_0002181	A neck cell that secretes mucus within the stomach. Its products are distinct histochemically from those of the surface mucous cells of stomach.				
surface mucosal cell of stomach	CL_0002182	A simple columnar cell that populates the entire luminal surface including the gastric pits. This cell types secrete mucus to form a thick protective, lubricant layer over the gastric wall.				
stem cell of gastric gland	CL_0002183	A stomach epithelial cell that is olumnar in form with a few short apical microvilli; relatively undifferentiated mitotic cell from which other types of gland are derived; few in number, situated in the isthmus region of the gland and base of the gastric pit.				
basal proper cell of olfactory epithelium	CL_0002184	A flat or angular epithelial cell with condensed nuclei and darkly staining cytoplasm containing numerous intermediate filaments inserted into desmosomes contacting surrounding supporting cells; lie in contact with the basal lamina of olfactory epithelium.			horizontal basal cells	
basal cell of epidermis	CL_0002187	A basally situated, mitotically active, columnar-shaped keratinocyte attached to the basement membrane.				
